node,degree,clustering_coefficient,degree_group
R_283230219,1,0.0,"(0.641, 36.8]"
R_40741114,1,0.0,"(0.641, 36.8]"
R_644947217,1,0.0,"(0.641, 36.8]"
R_95995403,1,0.0,"(0.641, 36.8]"
R_613772664,1,0.0,"(0.641, 36.8]"
R_436236826,2,1.0,"(0.641, 36.8]"
R_678214856,30,0.04367816091954023,"(0.641, 36.8]"
R_153996559,1,0.0,"(0.641, 36.8]"
R_580405044,1,0.0,"(0.641, 36.8]"
R_299510783,4,0.16666666666666666,"(0.641, 36.8]"
R_20236160,1,0.0,"(0.641, 36.8]"
R_707184445,1,0.0,"(0.641, 36.8]"
R_605938979,2,1.0,"(0.641, 36.8]"
R_176821351,1,0.0,"(0.641, 36.8]"
R_338169115,1,0.0,"(0.641, 36.8]"
R_150110305,1,0.0,"(0.641, 36.8]"
R_385658067,1,0.0,"(0.641, 36.8]"
R_5958453,1,0.0,"(0.641, 36.8]"
R_1885237,1,0.0,"(0.641, 36.8]"
R_241163393,1,0.0,"(0.641, 36.8]"
R_417630672,1,0.0,"(0.641, 36.8]"
R_353523898,1,0.0,"(0.641, 36.8]"
R_7587038,1,0.0,"(0.641, 36.8]"
R_173952378,1,0.0,"(0.641, 36.8]"
R_13057937,1,0.0,"(0.641, 36.8]"
R_75234804,1,0.0,"(0.641, 36.8]"
R_164896915,1,0.0,"(0.641, 36.8]"
R_67354721,1,0.0,"(0.641, 36.8]"
R_606433492,38,0.06258890469416785,"(36.8, 72.6]"
R_90912724,1,0.0,"(0.641, 36.8]"
R_268936983,1,0.0,"(0.641, 36.8]"
R_526908111,2,0.0,"(0.641, 36.8]"
R_68938580,1,0.0,"(0.641, 36.8]"
R_554411496,2,0.0,"(0.641, 36.8]"
R_908607,3,0.3333333333333333,"(0.641, 36.8]"
R_31180321,3,0.3333333333333333,"(0.641, 36.8]"
R_524496914,1,0.0,"(0.641, 36.8]"
R_206791328,2,1.0,"(0.641, 36.8]"
R_20072342,1,0.0,"(0.641, 36.8]"
R_472249049,1,0.0,"(0.641, 36.8]"
R_449091292,3,0.3333333333333333,"(0.641, 36.8]"
R_299603525,1,0.0,"(0.641, 36.8]"
R_574588439,18,0.06535947712418301,"(0.641, 36.8]"
R_584359113,1,0.0,"(0.641, 36.8]"
R_150444746,1,0.0,"(0.641, 36.8]"
R_691974445,1,0.0,"(0.641, 36.8]"
R_184286875,11,0.10909090909090909,"(0.641, 36.8]"
R_6333751,1,0.0,"(0.641, 36.8]"
R_199921433,2,1.0,"(0.641, 36.8]"
R_551374215,16,0.058333333333333334,"(0.641, 36.8]"
R_104231541,3,0.0,"(0.641, 36.8]"
R_296405219,1,0.0,"(0.641, 36.8]"
R_87554659,1,0.0,"(0.641, 36.8]"
R_204949916,1,0.0,"(0.641, 36.8]"
R_221407234,1,0.0,"(0.641, 36.8]"
R_624308170,1,0.0,"(0.641, 36.8]"
R_631548305,1,0.0,"(0.641, 36.8]"
R_85320730,1,0.0,"(0.641, 36.8]"
R_57230414,1,0.0,"(0.641, 36.8]"
R_569041,4,0.16666666666666666,"(0.641, 36.8]"
R_78678862,2,1.0,"(0.641, 36.8]"
R_502126992,1,0.0,"(0.641, 36.8]"
R_622205108,1,0.0,"(0.641, 36.8]"
R_111860063,2,0.0,"(0.641, 36.8]"
R_314442029,1,0.0,"(0.641, 36.8]"
R_157422219,1,0.0,"(0.641, 36.8]"
R_123684665,1,0.0,"(0.641, 36.8]"
R_309309464,1,0.0,"(0.641, 36.8]"
R_296296855,2,1.0,"(0.641, 36.8]"
R_511691380,3,0.0,"(0.641, 36.8]"
R_657093481,1,0.0,"(0.641, 36.8]"
R_12682522,3,0.3333333333333333,"(0.641, 36.8]"
R_19257422,41,0.013414634146341463,"(36.8, 72.6]"
R_254623350,1,0.0,"(0.641, 36.8]"
R_250782700,1,0.0,"(0.641, 36.8]"
R_393562005,1,0.0,"(0.641, 36.8]"
R_29326047,3,0.0,"(0.641, 36.8]"
R_14509169,3,0.3333333333333333,"(0.641, 36.8]"
R_235819600,1,0.0,"(0.641, 36.8]"
R_6670942,1,0.0,"(0.641, 36.8]"
R_523043277,3,0.3333333333333333,"(0.641, 36.8]"
R_47671127,2,0.0,"(0.641, 36.8]"
R_25890500,2,0.0,"(0.641, 36.8]"
R_334164334,2,1.0,"(0.641, 36.8]"
R_439011383,1,0.0,"(0.641, 36.8]"
R_60489644,1,0.0,"(0.641, 36.8]"
R_126465227,1,0.0,"(0.641, 36.8]"
R_125266328,3,0.0,"(0.641, 36.8]"
R_624131986,2,0.0,"(0.641, 36.8]"
R_617816604,1,0.0,"(0.641, 36.8]"
R_6376337,1,0.0,"(0.641, 36.8]"
R_235901813,1,0.0,"(0.641, 36.8]"
R_72667908,1,0.0,"(0.641, 36.8]"
R_358201880,1,0.0,"(0.641, 36.8]"
R_30216244,1,0.0,"(0.641, 36.8]"
R_219915319,1,0.0,"(0.641, 36.8]"
R_239416281,1,0.0,"(0.641, 36.8]"
R_140325970,1,0.0,"(0.641, 36.8]"
R_676097068,1,0.0,"(0.641, 36.8]"
R_647824125,1,0.0,"(0.641, 36.8]"
R_643013042,1,0.0,"(0.641, 36.8]"
R_438001215,1,0.0,"(0.641, 36.8]"
R_1916228,1,0.0,"(0.641, 36.8]"
R_33413850,1,0.0,"(0.641, 36.8]"
R_433653701,1,0.0,"(0.641, 36.8]"
R_402945349,3,0.6666666666666666,"(0.641, 36.8]"
R_78870047,4,0.0,"(0.641, 36.8]"
R_517653557,1,0.0,"(0.641, 36.8]"
R_175096978,1,0.0,"(0.641, 36.8]"
R_259281907,1,0.0,"(0.641, 36.8]"
R_198683574,57,0.008145363408521303,"(36.8, 72.6]"
R_36778364,1,0.0,"(0.641, 36.8]"
R_54280778,1,0.0,"(0.641, 36.8]"
R_569050726,1,0.0,"(0.641, 36.8]"
R_80624075,1,0.0,"(0.641, 36.8]"
R_6148317,3,0.6666666666666666,"(0.641, 36.8]"
R_103980089,1,0.0,"(0.641, 36.8]"
R_304432822,1,0.0,"(0.641, 36.8]"
R_13868694,1,0.0,"(0.641, 36.8]"
R_10080335,1,0.0,"(0.641, 36.8]"
R_228117837,1,0.0,"(0.641, 36.8]"
R_593346082,1,0.0,"(0.641, 36.8]"
R_203589409,1,0.0,"(0.641, 36.8]"
R_16916235,2,0.0,"(0.641, 36.8]"
R_200663555,2,1.0,"(0.641, 36.8]"
R_415741642,1,0.0,"(0.641, 36.8]"
R_582706245,1,0.0,"(0.641, 36.8]"
R_288677911,1,0.0,"(0.641, 36.8]"
R_442716595,1,0.0,"(0.641, 36.8]"
R_585727736,1,0.0,"(0.641, 36.8]"
R_14812739,3,0.0,"(0.641, 36.8]"
R_42895929,1,0.0,"(0.641, 36.8]"
R_292834673,1,0.0,"(0.641, 36.8]"
R_160689777,1,0.0,"(0.641, 36.8]"
R_511235342,1,0.0,"(0.641, 36.8]"
R_134862372,1,0.0,"(0.641, 36.8]"
R_593279745,1,0.0,"(0.641, 36.8]"
R_615125383,1,0.0,"(0.641, 36.8]"
R_479291099,1,0.0,"(0.641, 36.8]"
R_580105330,1,0.0,"(0.641, 36.8]"
R_581861282,1,0.0,"(0.641, 36.8]"
R_32235223,1,0.0,"(0.641, 36.8]"
R_47219360,1,0.0,"(0.641, 36.8]"
R_182849188,39,0.04723346828609987,"(36.8, 72.6]"
R_680991804,1,0.0,"(0.641, 36.8]"
R_18106269,4,0.16666666666666666,"(0.641, 36.8]"
R_187523334,4,0.16666666666666666,"(0.641, 36.8]"
R_163847389,1,0.0,"(0.641, 36.8]"
R_690359264,1,0.0,"(0.641, 36.8]"
R_234890761,1,0.0,"(0.641, 36.8]"
R_5383731,1,0.0,"(0.641, 36.8]"
R_583136009,1,0.0,"(0.641, 36.8]"
R_84424258,1,0.0,"(0.641, 36.8]"
R_428231308,1,0.0,"(0.641, 36.8]"
R_687977547,1,0.0,"(0.641, 36.8]"
R_146327667,6,0.2,"(0.641, 36.8]"
R_162869571,2,0.0,"(0.641, 36.8]"
R_22321368,1,0.0,"(0.641, 36.8]"
R_691638668,1,0.0,"(0.641, 36.8]"
R_398732697,1,0.0,"(0.641, 36.8]"
R_487859119,1,0.0,"(0.641, 36.8]"
R_9155431,2,1.0,"(0.641, 36.8]"
R_343208836,1,0.0,"(0.641, 36.8]"
R_8882852,1,0.0,"(0.641, 36.8]"
R_64699530,1,0.0,"(0.641, 36.8]"
R_539846712,1,0.0,"(0.641, 36.8]"
R_507251859,1,0.0,"(0.641, 36.8]"
R_206917473,1,0.0,"(0.641, 36.8]"
R_359607103,1,0.0,"(0.641, 36.8]"
R_4307702,1,0.0,"(0.641, 36.8]"
R_470954148,1,0.0,"(0.641, 36.8]"
R_219505677,1,0.0,"(0.641, 36.8]"
R_137255598,1,0.0,"(0.641, 36.8]"
R_28554304,1,0.0,"(0.641, 36.8]"
R_587871835,1,0.0,"(0.641, 36.8]"
R_518164214,9,0.2222222222222222,"(0.641, 36.8]"
R_554034901,1,0.0,"(0.641, 36.8]"
R_90137956,1,0.0,"(0.641, 36.8]"
R_34139230,3,0.6666666666666666,"(0.641, 36.8]"
R_334134772,1,0.0,"(0.641, 36.8]"
R_6358188,118,0.004056207446037955,"(108.4, 144.2]"
R_52804750,1,0.0,"(0.641, 36.8]"
R_123590537,1,0.0,"(0.641, 36.8]"
R_50387722,2,1.0,"(0.641, 36.8]"
R_682705890,1,0.0,"(0.641, 36.8]"
R_572972102,1,0.0,"(0.641, 36.8]"
R_411125610,1,0.0,"(0.641, 36.8]"
R_666811174,1,0.0,"(0.641, 36.8]"
R_503138887,1,0.0,"(0.641, 36.8]"
R_55205848,1,0.0,"(0.641, 36.8]"
R_684104164,1,0.0,"(0.641, 36.8]"
R_383482440,1,0.0,"(0.641, 36.8]"
R_734972901,1,0.0,"(0.641, 36.8]"
R_639046841,2,1.0,"(0.641, 36.8]"
R_637814534,1,0.0,"(0.641, 36.8]"
R_637976663,1,0.0,"(0.641, 36.8]"
R_508336811,1,0.0,"(0.641, 36.8]"
R_242923033,1,0.0,"(0.641, 36.8]"
R_46234189,4,0.16666666666666666,"(0.641, 36.8]"
R_617470568,1,0.0,"(0.641, 36.8]"
R_231798478,1,0.0,"(0.641, 36.8]"
R_201975309,1,0.0,"(0.641, 36.8]"
R_99373936,1,0.0,"(0.641, 36.8]"
R_47755262,1,0.0,"(0.641, 36.8]"
R_601871355,1,0.0,"(0.641, 36.8]"
R_226151984,1,0.0,"(0.641, 36.8]"
R_317940258,2,0.0,"(0.641, 36.8]"
R_495951099,1,0.0,"(0.641, 36.8]"
R_40736127,3,0.3333333333333333,"(0.641, 36.8]"
R_36377339,1,0.0,"(0.641, 36.8]"
R_272244219,1,0.0,"(0.641, 36.8]"
R_357462016,1,0.0,"(0.641, 36.8]"
R_639988823,1,0.0,"(0.641, 36.8]"
R_106520420,1,0.0,"(0.641, 36.8]"
R_57893688,1,0.0,"(0.641, 36.8]"
R_637225484,1,0.0,"(0.641, 36.8]"
R_172281423,1,0.0,"(0.641, 36.8]"
R_222023566,1,0.0,"(0.641, 36.8]"
R_3911430,1,0.0,"(0.641, 36.8]"
R_572795380,1,0.0,"(0.641, 36.8]"
R_98877895,1,0.0,"(0.641, 36.8]"
R_688201329,1,0.0,"(0.641, 36.8]"
R_9377198,1,0.0,"(0.641, 36.8]"
R_536650342,1,0.0,"(0.641, 36.8]"
R_301695013,1,0.0,"(0.641, 36.8]"
R_133431470,2,0.0,"(0.641, 36.8]"
R_636843026,1,0.0,"(0.641, 36.8]"
R_601708897,1,0.0,"(0.641, 36.8]"
R_32347104,1,0.0,"(0.641, 36.8]"
R_159049339,1,0.0,"(0.641, 36.8]"
R_322347496,1,0.0,"(0.641, 36.8]"
R_586424450,1,0.0,"(0.641, 36.8]"
R_334585300,1,0.0,"(0.641, 36.8]"
R_229315360,1,0.0,"(0.641, 36.8]"
R_18030517,1,0.0,"(0.641, 36.8]"
R_385634291,123,0.007063841130214581,"(108.4, 144.2]"
R_289034413,2,0.0,"(0.641, 36.8]"
R_392728007,1,0.0,"(0.641, 36.8]"
R_393288578,2,1.0,"(0.641, 36.8]"
R_11452538,3,1.0,"(0.641, 36.8]"
R_184981,16,0.0,"(0.641, 36.8]"
R_34933072,1,0.0,"(0.641, 36.8]"
R_506659611,1,0.0,"(0.641, 36.8]"
R_224021526,3,1.0,"(0.641, 36.8]"
R_236055696,1,0.0,"(0.641, 36.8]"
R_129717717,2,1.0,"(0.641, 36.8]"
R_618547382,1,0.0,"(0.641, 36.8]"
R_109162639,3,1.0,"(0.641, 36.8]"
R_687314385,1,0.0,"(0.641, 36.8]"
R_530712828,1,0.0,"(0.641, 36.8]"
R_473555568,2,1.0,"(0.641, 36.8]"
R_93619165,1,0.0,"(0.641, 36.8]"
R_76734068,1,0.0,"(0.641, 36.8]"
R_132518310,1,0.0,"(0.641, 36.8]"
R_22700054,3,0.6666666666666666,"(0.641, 36.8]"
R_388840211,1,0.0,"(0.641, 36.8]"
R_75744278,2,0.0,"(0.641, 36.8]"
R_25872841,2,0.0,"(0.641, 36.8]"
R_287743349,10,0.044444444444444446,"(0.641, 36.8]"
R_685474150,1,0.0,"(0.641, 36.8]"
R_67793333,3,0.3333333333333333,"(0.641, 36.8]"
R_52855516,21,0.07142857142857142,"(0.641, 36.8]"
R_524100695,1,0.0,"(0.641, 36.8]"
R_170411418,1,0.0,"(0.641, 36.8]"
R_627774285,2,1.0,"(0.641, 36.8]"
R_299240810,1,0.0,"(0.641, 36.8]"
R_68964263,3,0.3333333333333333,"(0.641, 36.8]"
R_632877536,1,0.0,"(0.641, 36.8]"
R_354191236,1,0.0,"(0.641, 36.8]"
R_75649634,1,0.0,"(0.641, 36.8]"
R_191973776,1,0.0,"(0.641, 36.8]"
R_131339601,1,0.0,"(0.641, 36.8]"
R_385183546,1,0.0,"(0.641, 36.8]"
R_168011367,1,0.0,"(0.641, 36.8]"
R_359168968,1,0.0,"(0.641, 36.8]"
R_86740149,1,0.0,"(0.641, 36.8]"
R_112638589,1,0.0,"(0.641, 36.8]"
R_470569742,2,1.0,"(0.641, 36.8]"
R_15111821,6,0.2,"(0.641, 36.8]"
R_84610043,1,0.0,"(0.641, 36.8]"
R_90798757,1,0.0,"(0.641, 36.8]"
R_285864234,1,0.0,"(0.641, 36.8]"
R_27051771,6,0.06666666666666667,"(0.641, 36.8]"
R_177659629,1,0.0,"(0.641, 36.8]"
R_440548397,1,0.0,"(0.641, 36.8]"
R_51620247,5,0.0,"(0.641, 36.8]"
R_85069480,2,0.0,"(0.641, 36.8]"
R_301794968,1,0.0,"(0.641, 36.8]"
R_178249461,2,0.0,"(0.641, 36.8]"
R_6051812,1,0.0,"(0.641, 36.8]"
R_71133469,4,0.0,"(0.641, 36.8]"
R_192624594,10,0.1111111111111111,"(0.641, 36.8]"
R_399925381,1,0.0,"(0.641, 36.8]"
R_224289715,1,0.0,"(0.641, 36.8]"
R_133067498,1,0.0,"(0.641, 36.8]"
R_62635533,1,0.0,"(0.641, 36.8]"
R_242923372,1,0.0,"(0.641, 36.8]"
R_56420035,2,0.0,"(0.641, 36.8]"
R_31288958,4,0.3333333333333333,"(0.641, 36.8]"
R_22855240,3,1.0,"(0.641, 36.8]"
R_650790307,1,0.0,"(0.641, 36.8]"
R_288485773,9,0.1111111111111111,"(0.641, 36.8]"
R_288487894,10,0.06666666666666667,"(0.641, 36.8]"
R_97060860,1,0.0,"(0.641, 36.8]"
R_36502,3,0.0,"(0.641, 36.8]"
R_626750992,1,0.0,"(0.641, 36.8]"
R_13628513,3,0.0,"(0.641, 36.8]"
R_94148671,1,0.0,"(0.641, 36.8]"
R_274135349,1,0.0,"(0.641, 36.8]"
R_371068214,1,0.0,"(0.641, 36.8]"
R_3168225,3,0.0,"(0.641, 36.8]"
R_25417964,1,0.0,"(0.641, 36.8]"
R_215566462,9,0.08333333333333333,"(0.641, 36.8]"
R_78234185,5,0.0,"(0.641, 36.8]"
R_53356367,1,0.0,"(0.641, 36.8]"
R_6731432,4,0.0,"(0.641, 36.8]"
R_626372451,1,0.0,"(0.641, 36.8]"
R_511108827,1,0.0,"(0.641, 36.8]"
R_513490444,1,0.0,"(0.641, 36.8]"
R_119439276,3,0.0,"(0.641, 36.8]"
R_90796663,2,0.0,"(0.641, 36.8]"
R_6766558,1,0.0,"(0.641, 36.8]"
R_160367623,1,0.0,"(0.641, 36.8]"
R_447544746,1,0.0,"(0.641, 36.8]"
R_209657662,1,0.0,"(0.641, 36.8]"
R_189621607,1,0.0,"(0.641, 36.8]"
R_642495775,1,0.0,"(0.641, 36.8]"
R_351806852,138,0.000952078705172961,"(108.4, 144.2]"
R_56994503,1,0.0,"(0.641, 36.8]"
R_584083190,1,0.0,"(0.641, 36.8]"
R_352436122,1,0.0,"(0.641, 36.8]"
R_554148984,1,0.0,"(0.641, 36.8]"
R_439348478,1,0.0,"(0.641, 36.8]"
R_13258039,1,0.0,"(0.641, 36.8]"
R_282179811,1,0.0,"(0.641, 36.8]"
R_51740644,1,0.0,"(0.641, 36.8]"
R_271913609,1,0.0,"(0.641, 36.8]"
R_412240914,4,0.16666666666666666,"(0.641, 36.8]"
R_343429164,1,0.0,"(0.641, 36.8]"
R_662533076,1,0.0,"(0.641, 36.8]"
R_672830505,1,0.0,"(0.641, 36.8]"
R_670333862,1,0.0,"(0.641, 36.8]"
R_234727608,1,0.0,"(0.641, 36.8]"
R_83947552,1,0.0,"(0.641, 36.8]"
R_545901542,1,0.0,"(0.641, 36.8]"
R_543114976,1,0.0,"(0.641, 36.8]"
R_15437182,1,0.0,"(0.641, 36.8]"
R_472775521,1,0.0,"(0.641, 36.8]"
R_393159516,1,0.0,"(0.641, 36.8]"
R_358067277,1,0.0,"(0.641, 36.8]"
R_295810364,2,0.0,"(0.641, 36.8]"
R_997338,8,0.03571428571428571,"(0.641, 36.8]"
R_467205705,1,0.0,"(0.641, 36.8]"
R_124802455,4,0.16666666666666666,"(0.641, 36.8]"
R_646423,2,1.0,"(0.641, 36.8]"
R_228908078,3,0.3333333333333333,"(0.641, 36.8]"
R_580128677,1,0.0,"(0.641, 36.8]"
R_373163805,1,0.0,"(0.641, 36.8]"
R_687985448,1,0.0,"(0.641, 36.8]"
R_642580244,1,0.0,"(0.641, 36.8]"
R_611858623,1,0.0,"(0.641, 36.8]"
R_611452224,1,0.0,"(0.641, 36.8]"
R_676469233,1,0.0,"(0.641, 36.8]"
R_277852028,1,0.0,"(0.641, 36.8]"
R_631735243,1,0.0,"(0.641, 36.8]"
R_688546384,1,0.0,"(0.641, 36.8]"
R_5682770,3,0.3333333333333333,"(0.641, 36.8]"
R_1325587,1,0.0,"(0.641, 36.8]"
R_614746444,1,0.0,"(0.641, 36.8]"
R_157919688,2,0.0,"(0.641, 36.8]"
R_84240850,33,0.007575757575757576,"(0.641, 36.8]"
R_708945403,1,0.0,"(0.641, 36.8]"
R_678995193,1,0.0,"(0.641, 36.8]"
R_184128064,2,0.0,"(0.641, 36.8]"
R_394929332,1,0.0,"(0.641, 36.8]"
R_164354270,1,0.0,"(0.641, 36.8]"
R_63990206,1,0.0,"(0.641, 36.8]"
R_71948498,2,0.0,"(0.641, 36.8]"
R_203132746,1,0.0,"(0.641, 36.8]"
R_10744183,1,0.0,"(0.641, 36.8]"
R_591309502,1,0.0,"(0.641, 36.8]"
R_592950097,1,0.0,"(0.641, 36.8]"
R_88519607,1,0.0,"(0.641, 36.8]"
R_616848199,1,0.0,"(0.641, 36.8]"
R_32193707,3,0.0,"(0.641, 36.8]"
R_609088397,1,0.0,"(0.641, 36.8]"
R_231824392,1,0.0,"(0.641, 36.8]"
R_532317850,1,0.0,"(0.641, 36.8]"
R_48491431,1,0.0,"(0.641, 36.8]"
R_309689851,1,0.0,"(0.641, 36.8]"
R_411442387,1,0.0,"(0.641, 36.8]"
R_216283035,1,0.0,"(0.641, 36.8]"
R_681638483,1,0.0,"(0.641, 36.8]"
R_556353076,1,0.0,"(0.641, 36.8]"
R_128529416,1,0.0,"(0.641, 36.8]"
R_16994340,1,0.0,"(0.641, 36.8]"
R_385426741,1,0.0,"(0.641, 36.8]"
R_4069172,1,0.0,"(0.641, 36.8]"
R_90821930,2,0.0,"(0.641, 36.8]"
R_173055585,2,0.0,"(0.641, 36.8]"
R_436025393,1,0.0,"(0.641, 36.8]"
R_165289175,5,0.1,"(0.641, 36.8]"
R_159005377,2,0.0,"(0.641, 36.8]"
R_24130045,4,0.16666666666666666,"(0.641, 36.8]"
R_119419195,1,0.0,"(0.641, 36.8]"
R_634160972,1,0.0,"(0.641, 36.8]"
R_433805355,1,0.0,"(0.641, 36.8]"
R_690130401,1,0.0,"(0.641, 36.8]"
R_17527989,3,0.0,"(0.641, 36.8]"
R_21946092,2,0.0,"(0.641, 36.8]"
R_286973214,2,0.0,"(0.641, 36.8]"
R_397776424,1,0.0,"(0.641, 36.8]"
R_298533689,1,0.0,"(0.641, 36.8]"
R_44781140,51,0.004705882352941176,"(36.8, 72.6]"
R_8385616,1,0.0,"(0.641, 36.8]"
R_451562730,1,0.0,"(0.641, 36.8]"
R_55077261,4,0.16666666666666666,"(0.641, 36.8]"
R_38505249,2,0.0,"(0.641, 36.8]"
R_5362370,1,0.0,"(0.641, 36.8]"
R_275993885,1,0.0,"(0.641, 36.8]"
R_370668507,1,0.0,"(0.641, 36.8]"
R_561476718,1,0.0,"(0.641, 36.8]"
R_74698620,1,0.0,"(0.641, 36.8]"
R_39107211,1,0.0,"(0.641, 36.8]"
R_113100288,3,0.0,"(0.641, 36.8]"
R_8277372,1,0.0,"(0.641, 36.8]"
R_330478792,1,0.0,"(0.641, 36.8]"
R_13238459,1,0.0,"(0.641, 36.8]"
R_158975124,42,0.0,"(36.8, 72.6]"
R_445340244,3,0.0,"(0.641, 36.8]"
R_98346885,2,0.0,"(0.641, 36.8]"
R_663487567,1,0.0,"(0.641, 36.8]"
R_503577038,1,0.0,"(0.641, 36.8]"
R_685771172,1,0.0,"(0.641, 36.8]"
R_85802819,1,0.0,"(0.641, 36.8]"
R_80501529,1,0.0,"(0.641, 36.8]"
R_60075331,8,0.0,"(0.641, 36.8]"
R_582879665,1,0.0,"(0.641, 36.8]"
R_2888818,10,0.17777777777777778,"(0.641, 36.8]"
R_668515688,1,0.0,"(0.641, 36.8]"
R_8467178,1,0.0,"(0.641, 36.8]"
R_24653868,1,0.0,"(0.641, 36.8]"
R_6818061,5,0.0,"(0.641, 36.8]"
R_30553392,1,0.0,"(0.641, 36.8]"
R_1148753,9,0.027777777777777776,"(0.641, 36.8]"
R_1123727,4,0.16666666666666666,"(0.641, 36.8]"
R_50140860,4,0.0,"(0.641, 36.8]"
R_453580393,1,0.0,"(0.641, 36.8]"
R_9283927,3,0.3333333333333333,"(0.641, 36.8]"
R_91837954,2,0.0,"(0.641, 36.8]"
R_587976355,1,0.0,"(0.641, 36.8]"
R_31933589,3,1.0,"(0.641, 36.8]"
R_104327447,1,0.0,"(0.641, 36.8]"
R_464980742,1,0.0,"(0.641, 36.8]"
R_348845699,2,0.0,"(0.641, 36.8]"
R_481429011,1,0.0,"(0.641, 36.8]"
R_137137466,1,0.0,"(0.641, 36.8]"
R_214350064,1,0.0,"(0.641, 36.8]"
R_647863473,1,0.0,"(0.641, 36.8]"
R_680083520,1,0.0,"(0.641, 36.8]"
R_86870924,2,1.0,"(0.641, 36.8]"
R_477925242,1,0.0,"(0.641, 36.8]"
R_82301030,1,0.0,"(0.641, 36.8]"
R_68077781,1,0.0,"(0.641, 36.8]"
R_635119293,1,0.0,"(0.641, 36.8]"
R_402021456,1,0.0,"(0.641, 36.8]"
R_858127,4,0.3333333333333333,"(0.641, 36.8]"
R_679807475,1,0.0,"(0.641, 36.8]"
R_503900825,1,0.0,"(0.641, 36.8]"
R_51584791,1,0.0,"(0.641, 36.8]"
R_21303988,1,0.0,"(0.641, 36.8]"
R_26426726,1,0.0,"(0.641, 36.8]"
R_28900400,1,0.0,"(0.641, 36.8]"
R_526371668,1,0.0,"(0.641, 36.8]"
R_279553,1,0.0,"(0.641, 36.8]"
R_187879115,1,0.0,"(0.641, 36.8]"
R_537800,8,0.10714285714285714,"(0.641, 36.8]"
R_45423600,2,1.0,"(0.641, 36.8]"
R_212465715,1,0.0,"(0.641, 36.8]"
R_159109434,2,1.0,"(0.641, 36.8]"
R_173431969,2,1.0,"(0.641, 36.8]"
R_173458129,1,0.0,"(0.641, 36.8]"
R_95047635,1,0.0,"(0.641, 36.8]"
R_13273703,3,0.3333333333333333,"(0.641, 36.8]"
R_433198567,1,0.0,"(0.641, 36.8]"
R_38829639,5,0.3,"(0.641, 36.8]"
R_175592968,1,0.0,"(0.641, 36.8]"
R_35700771,6,0.06666666666666667,"(0.641, 36.8]"
R_21467907,1,0.0,"(0.641, 36.8]"
R_27994296,1,0.0,"(0.641, 36.8]"
R_123690489,1,0.0,"(0.641, 36.8]"
R_719532471,1,0.0,"(0.641, 36.8]"
R_114619105,131,0.009864944216089255,"(108.4, 144.2]"
R_42300713,1,0.0,"(0.641, 36.8]"
R_695990001,1,0.0,"(0.641, 36.8]"
R_679249957,1,0.0,"(0.641, 36.8]"
R_23797421,1,0.0,"(0.641, 36.8]"
R_538656848,1,0.0,"(0.641, 36.8]"
R_26562411,1,0.0,"(0.641, 36.8]"
R_177139928,6,0.13333333333333333,"(0.641, 36.8]"
R_275650396,1,0.0,"(0.641, 36.8]"
R_20675636,7,0.3333333333333333,"(0.641, 36.8]"
R_592933002,1,0.0,"(0.641, 36.8]"
R_596492770,1,0.0,"(0.641, 36.8]"
R_472961423,1,0.0,"(0.641, 36.8]"
R_21759652,1,0.0,"(0.641, 36.8]"
R_573114199,1,0.0,"(0.641, 36.8]"
R_178394770,1,0.0,"(0.641, 36.8]"
R_6742151,2,1.0,"(0.641, 36.8]"
R_943149,1,0.0,"(0.641, 36.8]"
R_688675173,1,0.0,"(0.641, 36.8]"
R_693950742,1,0.0,"(0.641, 36.8]"
R_369588765,1,0.0,"(0.641, 36.8]"
R_17241201,1,0.0,"(0.641, 36.8]"
R_130546049,1,0.0,"(0.641, 36.8]"
R_58255485,1,0.0,"(0.641, 36.8]"
R_203537234,1,0.0,"(0.641, 36.8]"
R_237617513,1,0.0,"(0.641, 36.8]"
R_12344532,1,0.0,"(0.641, 36.8]"
R_664363680,1,0.0,"(0.641, 36.8]"
R_63044524,2,1.0,"(0.641, 36.8]"
R_683126971,1,0.0,"(0.641, 36.8]"
R_445423122,1,0.0,"(0.641, 36.8]"
R_636466287,1,0.0,"(0.641, 36.8]"
R_673408592,1,0.0,"(0.641, 36.8]"
R_362712307,1,0.0,"(0.641, 36.8]"
R_38279790,3,0.3333333333333333,"(0.641, 36.8]"
R_616780501,1,0.0,"(0.641, 36.8]"
R_1874483,1,0.0,"(0.641, 36.8]"
R_1845223,1,0.0,"(0.641, 36.8]"
R_65252,1,0.0,"(0.641, 36.8]"
R_647220570,1,0.0,"(0.641, 36.8]"
R_61945043,1,0.0,"(0.641, 36.8]"
R_479752228,1,0.0,"(0.641, 36.8]"
R_523479704,1,0.0,"(0.641, 36.8]"
R_41420773,1,0.0,"(0.641, 36.8]"
R_17234665,2,0.0,"(0.641, 36.8]"
R_642041202,1,0.0,"(0.641, 36.8]"
R_295316675,1,0.0,"(0.641, 36.8]"
R_11061773,6,0.0,"(0.641, 36.8]"
R_43648562,1,0.0,"(0.641, 36.8]"
R_240912221,1,0.0,"(0.641, 36.8]"
R_228390865,1,0.0,"(0.641, 36.8]"
R_648429440,1,0.0,"(0.641, 36.8]"
R_129954828,2,1.0,"(0.641, 36.8]"
R_335786381,1,0.0,"(0.641, 36.8]"
R_662230792,1,0.0,"(0.641, 36.8]"
